Time Start Target Weight
1 3549 13853 1
1 3549 13890 1
1 3549 13912 1
1 3549 13955 1
1 3549 13956 1
1 3549 13957 1
1 3549 13982 1
1 3549 13985 1
1 3549 14001 1
1 3549 14051 1
1 3549 14061 1
1 3549 14095 1
1 3549 14167 1
1 3549 14184 1
1 3549 14201 1
1 3549 14203 1
1 3549 14242 1
1 3549 14252 1
1 3549 14281 1
1 3549 14294 1
1 3549 14310 1
1 3549 14320 1
1 3549 14323 1
1 3549 14345 1
1 3549 14349 1
1 3549 14361 1
1 3549 14413 1
1 3549 14446 1
1 3549 14466 1
1 3549 14471 1
1 3549 14494 1
1 3549 14501 1
1 3549 14569 1
1 3549 14592 1
1 3549 14614 1
1 3549 14642 1
1 3549 14671 1
1 3549 14673 1
1 3549 14677 1
1 3549 14719 1
1 3549 14741 1
1 3549 14742 1
1 3549 14744 1
1 3549 14745 1
1 3549 14757 1
1 3549 14785 1
1 3549 14846 1
1 3549 14869 1
1 3549 14895 1
1 3549 14917 1
1 3549 14936 1
1 3549 14963 1
1 3549 14971 1
1 3549 14986 1
1 3549 14991 1
1 3549 15043 1
1 3549 15077 1
1 3549 15079 1
1 3549 15111 1
1 3549 15143 1
1 3549 15169 1
1 3549 15217 1
1 3549 15270 1
1 3549 15285 1
1 3549 15286 1
1 3549 15289 1
1 3549 15300 1
1 3549 15310 1
1 3549 15331 1
1 3549 15347 1
1 3549 15504 1
1 3549 15516 1
1 3549 15664 1
1 3549 15862 1
1 3549 15872 1
1 3549 15878 1
1 3549 15936 1
1 3549 16392 1
1 3549 16395 1
1 3549 16396 1
1 3549 16399 1
1 3549 16405 1
1 3549 16412 1
1 3549 16429 1
1 3549 16455 1
1 3549 16474 1
1 3549 16502 1
1 3549 16508 1
1 3549 16540 1
1 3549 16544 1
1 3549 16561 1
1 3549 16595 1
1 3549 16647 1
1 3549 16676 1
1 3549 16682 1
1 3549 16713 1
1 3549 16734 1
1 3549 16739 1
1 3549 16779 1
1 3549 16808 1
1 3549 16809 1
1 3549 16842 1
1 3549 16869 1
1 3549 16912 1
1 3549 16918 1
1 3549 16922 1
1 3549 16948 1
1 3549 16993 1
1 3549 17034 1
1 3549 17088 1
1 3549 17093 1
1 3549 17143 1
1 3549 17184 1
1 3549 17201 1
1 3549 17239 1
1 3549 17256 1
1 3549 17301 1
1 3549 17311 1
1 3549 17358 1
1 3549 17382 1
1 3549 17388 1
1 3549 17506 1
1 3549 18439 1
1 3549 18447 1
1 3549 18448 1
1 3549 18591 1
1 3549 18614 1
1 3549 18640 1
1 3549 18665 1
1 3549 18692 1
1 3549 18712 1
1 3549 18742 1
1 3549 18754 1
1 3549 18786 1
1 3549 18803 1
1 3549 18809 1
1 3549 18910 1
1 3549 18950 1
1 3549 18992 1
1 3549 18994 1
1 3549 18995 1
1 3549 18996 1
1 3549 19012 1
1 3549 19082 1
1 3549 19087 1
1 3549 19187 1
1 3549 19193 1
1 3549 19202 1
1 3549 19358 1
1 3549 19379 1
1 3549 19381 1
1 3549 19458 1
1 3549 19504 1
1 3549 19535 1
1 3549 19540 1
1 3549 19609 1
1 3549 19642 1
1 3549 19764 1
1 3549 19770 1
1 3549 19897 1
1 3549 19934 1
1 10009 17509 1
1 4694 4704 1
1 4694 4707 1
1 4694 4713 1
1 4694 4720 1
1 4694 6553 1
1 4694 7473 1
1 4694 7501 1
1 4694 7518 1
1 4694 7683 1
1 4694 7811 1
1 4694 8069 1
1 4694 9351 1
1 4694 9353 1
1 4694 9365 1
1 4694 9369 1
1 4694 9370 1
1 4694 9379 1
1 4694 9435 1
1 4694 9593 1
1 4694 9595 1
1 4694 9596 1
1 4694 9609 1
1 4694 9613 1
1 4694 9995 1
1 4694 10009 1
1 4694 17512 1
1 4694 17513 1
1 4694 17514 1
1 2914 3066 1
1 2914 3130 1
1 2914 3257 1
1 2914 3303 1
1 2914 3320 1
1 2914 3356 1
1 2914 3396 1
1 2914 3407 1
1 2914 3428 1
1 2914 3491 1
1 2914 3549 1
1 2914 3561 1
1 2914 3563 1
1 2914 3582 1
1 2914 3634 1
1 2914 3677 1
1 2914 3701 1
1 2914 3727 1
1 2914 3783 1
1 2914 3807 1
1 2914 3838 1
1 2914 3914 1
1 2914 3932 1
1 2914 3933 1
1 2914 3934 1
1 2914 3949 1
1 2914 3967 1
1 2914 3976 1
1 2914 4006 1
1 2914 4133 1
1 2914 4134 1
1 2914 4148 1
1 2914 4183 1
1 2914 4200 1
1 2914 4222 1
1 2914 4436 1
1 2914 4496 1
1 2914 4513 1
1 2914 4540 1
1 2914 4544 1
1 2914 4557 1
1 2914 4565 1
1 2914 4592 1
1 2914 4595 1
1 2914 4645 1
1 2914 4673 1
1 2914 4685 1
1 2914 4691 1
1 2914 4694 1
1 2914 4713 1
1 2914 4766 1
1 2914 5000 1
1 2914 5051 1
1 2914 5089 1
1 2914 5390 1
1 2914 5413 1
1 2914 5459 1
1 2914 5462 1
1 2914 5511 1
1 2914 5604 1
1 2914 5637 1
1 2914 5650 1
1 2914 5669 1
1 2914 5696 1
1 2914 5702 1
1 2914 5707 1
1 2914 5798 1
1 2914 6066 1
1 2914 6076 1
1 2914 6079 1
1 2914 6107 1
1 2914 6108 1
1 2914 6113 1
1 2914 6172 1
1 2914 6199 1
1 2914 6201 1
1 2914 6210 1
1 2914 6234 1
1 2914 6248 1
1 2914 6259 1
1 2914 6261 1
1 2914 6358 1
1 2914 6395 1
1 2914 6402 1
1 2914 6427 1
1 2914 6453 1
1 2914 6461 1
1 2914 6467 1
1 2914 6481 1
1 2914 6493 1
1 2914 6561 1
1 2914 6716 1
1 2914 6939 1
1 2914 6971 1
1 2914 6986 1
1 2914 6993 1
1 2914 7013 1
1 2914 7018 1
1 2914 7019 1
1 2914 7089 1
1 2914 7091 1
1 2914 7106 1
1 2914 7170 1
1 2914 7194 1
1 2914 7235 1
1 2914 7276 1
1 2914 7334 1
1 2914 7346 1
1 2914 7362 1
1 2914 7364 1
1 2914 7462 1
1 2914 7473 1
1 2914 7506 1
1 2914 7515 1
1 2914 7629 1
1 2914 7674 1
1 2914 7766 1
1 2914 7773 1
1 2914 7790 1
1 2914 7853 1
1 2914 7868 1
1 2914 7896 1
1 2914 7911 1
1 2914 7922 1
1 2914 7929 1
1 2914 7960 1
1 2914 7982 1
1 2914 8011 1
1 2914 8028 1
1 2914 8070 1
1 2914 8137 1
1 2914 8138 1
1 2914 8159 1
1 2914 8220 1
1 2914 8582 1
1 2914 8918 1
1 2914 8952 1
1 2914 9156 1
1 2914 9193 1
1 2914 9299 1
1 2914 9318 1
1 2914 9329 1
1 2914 9595 1
1 2914 9874 1
1 2914 10012 1
1 2914 10013 1
1 2914 10217 1
1 2914 10244 1
1 2914 10279 1
1 2914 10297 1
1 2914 10363 1
1 2914 10368 1
1 2914 10487 1
1 2914 10494 1
1 2914 10514 1
1 2914 10627 1
1 2914 10685 1
1 2914 10708 1
1 2914 10714 1
1 2914 10732 1
1 2914 10737 1
1 2914 10763 1
1 2914 10768 1
1 2914 10781 1
1 2914 10836 1
1 2914 10876 1
1 2914 10909 1
1 2914 10910 1
1 2914 10911 1
1 2914 10912 1
1 2914 10913 1
1 2914 10945 1
1 2914 10973 1
1 2914 10979 1
1 2914 11018 1
1 2914 11045 1
1 2914 11062 1
1 2914 11092 1
1 2914 11115 1
1 2914 11160 1
1 2914 11195 1
1 2914 11205 1
1 2914 11233 1
1 2914 11298 1
1 2914 11323 1
1 2914 11325 1
1 2914 11363 1
1 2914 11366 1
1 2914 11388 1
1 2914 11393 1
1 2914 11424 1
1 2914 11440 1
1 2914 11462 1
1 2914 11466 1
1 2914 11471 1
1 2914 11490 1
1 2914 11496 1
1 2914 11509 1
1 2914 11549 1
1 2914 11553 1
1 2914 11561 1
1 2914 11574 1
1 2914 11608 1
1 2914 11610 1
1 2914 11646 1
1 2914 11652 1
1 2914 11655 1
1 2914 11773 1
1 2914 11778 1
1 2914 11787 1
1 2914 11808 1
1 2914 11826 1
1 2914 11837 1
1 2914 11846 1
1 2914 11853 1
1 2914 11854 1
1 2914 11855 1
1 2914 11856 1
1 2914 11874 1
1 2914 11903 1
1 2914 11908 1
1 2914 11916 1
1 2914 11954 1
1 2914 11964 1
1 2914 12003 1
1 2914 12009 1
1 2914 12044 1
1 2914 12050 1
1 2914 12076 1
1 2914 12078 1
1 2914 12096 1
1 2914 12106 1
1 2914 12119 1
1 2914 12178 1
1 2914 12179 1
1 2914 12181 1
1 2914 12182 1
1 2914 12186 1
1 2914 12204 1
1 2914 12225 1
1 2914 12266 1
1 2914 12621 1
1 2914 12909 1
1 2914 13127 1
1 2914 13285 1
1 2914 13333 1
1 2914 13340 1
1 2914 13342 1
1 2914 13369 1
1 2914 13437 1
1 2914 13456 1
1 2914 13462 1
1 2914 13476 1
1 2914 13545 1
1 2914 13548 1
1 2914 13615 1
1 2914 13621 1
1 2914 13626 1
1 2914 13691 1
1 2914 13696 1
1 2914 13734 1
1 2914 13789 1
1 2914 13790 1
1 2914 13791 1
1 2914 13792 1
1 2914 13804 1
1 2914 13826 1
1 2914 13841 1
1 2914 13857 1
1 2914 13868 1
1 2914 13884 1
1 2914 13902 1
1 2914 13945 1
1 2914 13962 1
1 2914 14059 1
1 2914 14086 1
1 2914 14088 1
1 2914 14110 1
1 2914 14148 1
1 2914 14163 1
1 2914 14167 1
1 2914 14206 1
1 2914 14262 1
1 2914 14263 1
1 2914 14327 1
1 2914 14402 1
1 2914 14424 1
1 2914 14507 1
1 2914 14585 1
1 2914 14609 1
1 2914 14623 1
1 2914 14668 1
1 2914 14715 1
1 2914 14717 1
1 2914 14718 1
1 2914 14729 1
1 2914 14742 1
1 2914 14743 1
1 2914 14745 1
1 2914 14796 1
1 2914 14829 1
1 2914 14847 1
1 2914 14896 1
1 2914 14903 1
1 2914 15043 1
1 2914 15069 1
1 2914 15117 1
1 2914 15164 1
1 2914 15270 1
1 2914 15273 1
1 2914 15299 1
1 2914 15302 1
1 2914 15676 1
1 2914 16402 1
1 2914 16489 1
1 2914 16497 1
1 2914 16577 1
1 2914 16619 1
1 2914 16633 1
1 2914 16714 1
1 2914 16715 1
1 2914 16738 1
1 2914 16745 1
1 2914 16754 1
1 2914 16821 1
1 2914 16902 1
1 2914 16915 1
1 2914 16916 1
1 2914 17001 1
1 2914 17017 1
1 2914 17075 1
1 2914 17159 1
1 2914 17192 1
1 2914 17243 1
1 2914 17378 1
1 2914 17407 1
1 2914 17508 1
1 2914 18459 1
1 2914 18463 1
1 2914 18477 1
1 2914 18517 1
1 2914 18555 1
1 2914 18630 1
1 2914 18692 1
1 2914 18711 1
1 2914 18756 1
1 2914 18776 1
1 2914 18820 1
1 2914 18853 1
1 2914 18879 1
1 2914 18888 1
1 2914 18906 1
1 2914 18947 1
1 2914 18973 1
1 2914 18989 1
1 2914 18990 1
1 2914 18999 1
1 2914 19063 1
1 2914 19084 1
1 2914 19102 1
1 2914 19105 1
1 2914 19257 1
1 2914 19261 1
1 2914 19284 1
1 2914 19289 1
1 2914 19353 1
1 2914 19359 1
1 2914 19467 1
1 2914 19525 1
1 2914 19606 1
1 2914 19641 1
1 2914 19722 1
1 2914 19798 1
1 2914 19816 1
1 9225 9229 1
1 9225 9269 1
1 9225 9444 1
1 9225 9584 1
1 9225 9610 1
1 9225 9666 1
1 9225 9800 1
1 9225 9826 1
1 9225 10012 1
1 9225 10033 1
1 9225 10228 1
1 9225 17506 1
1 2497 2498 1
1 2497 2500 1
1 2497 2509 1
1 2497 2510 1
1 2497 2513 1
1 2497 2514 1
1 2497 2515 1
1 2497 2516 1
1 2497 2518 1
1 2497 2519 1
1 2497 2521 1
1 2497 2523 1
1 2497 2526 1
1 2497 2527 1
1 2497 2548 1
1 2497 2551 1
1 2497 2685 1
1 2497 2687 1
1 2497 2828 1
1 2497 2907 1
1 2497 2914 1
1 2497 2915 1
1 2497 3257 1
1 2497 3320 1
1 2497 3356 1
1 2497 3549 1
1 2497 3561 1
1 2497 3563 1
1 2497 3932 1
1 2497 3967 1
1 2497 4000 1
1 2497 4183 1
1 2497 4197 1
1 2497 4436 1
1 2497 4459 1
1 2497 4513 1
1 2497 4527 1
1 2497 4544 1
1 2497 4565 1
1 2497 4673 1
1 2497 4677 1
1 2497 4678 1
1 2497 4680 1
1 2497 4682 1
1 2497 4688 1
1 2497 4689 1
1 2497 4691 1
1 2497 4692 1
1 2497 4694 1
1 2497 4702 1
1 2497 4704 1
1 2497 4713 1
1 2497 4716 1
1 2497 4725 1
1 2497 4774 1
1 2497 4777 1
1 2497 5000 1
1 2497 5462 1
1 2497 5696 1
1 2497 6066 1
1 2497 6123 1
1 2497 6395 1
1 2497 6427 1
1 2497 6461 1
1 2497 6553 1
1 2497 6667 1
1 2497 6841 1
1 2497 6939 1
1 2497 7500 1
1 2497 7501 1
1 2497 7516 1
1 2497 7518 1
1 2497 7519 1
1 2497 7521 1
1 2497 7522 1
1 2497 7531 1
1 2497 7664 1
1 2497 7668 1
1 2497 7670 1
1 2497 7671 1
1 2497 7672 1
1 2497 7676 1
1 2497 7679 1
1 2497 7682 1
1 2497 7685 1
1 2497 7811 1
1 2497 7960 1
1 2497 9156 1
1 2497 9222 1
1 2497 9225 1
1 2497 9357 1
1 2497 9365 1
1 2497 9370 1
1 2497 9371 1
1 2497 9380 1
1 2497 9619 1
1 2497 9621 1
1 2497 9622 1
1 2497 9671 1
1 2497 9824 1
1 2497 9993 1
1 2497 10020 1
1 2497 11388 1
1 2497 12076 1
1 2497 17512 1
1 2516 2518 1
1 2516 2519 1
1 2516 2526 1
1 2516 2527 1
1 2516 2548 1
1 2516 2828 1
1 2516 2914 1
1 2516 3257 1
1 2516 3356 1
1 2516 3462 1
1 2516 3549 1
1 2516 3786 1
1 2516 4134 1
1 2516 4459 1
1 2516 4673 1
1 2516 4675 1
1 2516 4678 1
1 2516 4680 1
1 2516 4693 1
1 2516 4702 1
1 2516 4703 1
1 2516 4704 1
1 2516 4725 1
1 2516 4732 1
1 2516 4758 1
1 2516 4761 1
1 2516 4777 1
1 2516 4795 1
1 2516 4799 1
1 2516 6395 1
1 2516 6453 1
1 2516 6461 1
1 2516 6667 1
1 2516 6894 1
1 2516 7306 1
1 2516 7473 1
1 2516 7479 1
1 2516 7500 1
1 2516 7501 1
1 2516 7514 1
1 2516 7518 1
1 2516 7522 1
1 2516 7524 1
1 2516 7527 1
1 2516 7643 1
1 2516 7667 1
1 2516 7676 1
1 2516 7678 1
1 2516 7679 1
1 2516 7682 1
1 2516 7687 1
1 2516 8069 1
1 2516 8920 1
1 2516 9225 1
1 2516 9369 1
1 2516 9497 1
1 2516 9596 1
1 2516 9597 1
1 2516 9600 1
1 2516 9609 1
1 2516 9824 1
1 2516 10021 1
1 2516 10362 1
1 2516 17444 1
1 4648 6461 1
1 4648 7657 1
1 4648 9245 1
1 4648 9303 1
1 4648 9325 1
1 4648 9345 1
1 4648 9432 1
1 4648 9503 1
1 4648 9872 1
1 4648 9889 1
1 4648 9941 1
1 4648 10022 1
1 4648 17459 1
1 4768 9338 1
1 4768 9431 1
1 4768 9433 1
1 4768 9436 1
1 4768 9470 1
1 4768 9495 1
1 4768 9503 1
1 4768 9511 1
1 4768 9727 1
1 4768 9731 1
1 4768 9790 1
1 4768 10022 1
1 9837 10023 1
1 4657 6461 1
1 4657 7473 1
1 4657 7658 1
1 4657 9292 1
1 4657 9335 1
1 4657 9419 1
1 4657 9719 1
1 4657 9874 1
1 4657 10024 1
1 4657 10120 1
1 4657 17548 1
1 4657 17617 1
1 7473 7543 1
1 7473 7586 1
1 7473 7592 1
1 7473 7607 1
1 7473 7643 1
1 7473 7652 1
1 7473 7719 1
1 7473 9057 1
1 7473 9288 1
1 7473 9340 1
1 7473 9429 1
1 7473 9498 1
1 7473 9534 1
1 7473 9553 1
1 7473 9583 1
1 7473 9656 1
1 7473 9729 1
1 7473 9740 1
1 7473 9745 1
1 7473 9794 1
1 7473 9873 1
1 7473 9892 1
1 7473 9905 1
1 7473 9911 1
1 7473 9919 1
1 7473 9930 1
1 7473 9989 1
1 7473 10024 1
1 7473 10029 1
1 7473 10084 1
1 7473 10091 1
1 7473 10101 1
1 7473 10113 1
1 7473 10121 1
1 7473 10199 1
1 7473 10230 1
1 7473 10236 1
1 7473 10530 1
1 7473 17409 1
1 7473 17448 1
1 7473 17462 1
1 7473 17465 1
1 7473 17486 1
1 7473 17547 1
1 7473 17549 1
1 7473 17658 1
1 8244 10024 1
1 4637 4641 1
1 4637 4644 1
1 4637 4645 1
1 4637 4655 1
1 4637 4656 1
1 4637 4747 1
1 4637 4748 1
1 4637 4760 1
1 4637 4799 1
1 4637 5085 1
1 4637 5384 1
1 4637 5459 1
1 4637 6427 1
1 4637 6667 1
1 4637 7483 1
1 4637 7484 1
1 4637 7499 1
1 4637 7540 1
1 4637 7578 1
1 4637 7642 1
1 4637 7643 1
1 4637 7646 1
1 4637 7705 1
1 4637 7713 1
1 4637 9221 1
1 4637 9229 1
1 4637 9230 1
1 4637 9236 1
1 4637 9241 1
1 4637 9269 1
1 4637 9420 1
1 4637 9440 1
1 4637 9474 1
1 4637 9502 1
1 4637 9504 1
1 4637 9552 1
1 4637 9581 1
1 4637 9584 1
1 4637 9590 1
1 4637 9653 1
1 4637 9658 1
1 4637 9666 1
1 4637 9726 1
1 4637 9729 1
1 4637 9739 1
1 4637 9740 1
1 4637 9799 1
1 4637 9808 1
1 4637 9823 1
1 4637 9826 1
1 4637 9874 1
1 4637 9878 1
1 4637 9891 1
1 4637 9899 1
1 4637 9925 1
1 4637 10025 1
1 4637 10027 1
1 4637 10080 1
1 4637 10100 1
1 4637 10146 1
1 4637 11536 1
1 4637 17458 1
1 4637 17475 1
1 4637 17537 1
1 4637 17564 1
1 4637 17624 1
1 4651 4750 1
1 4651 4765 1
1 4651 4774 1
1 4651 5727 1
1 4651 6453 1
1 4651 7470 1
1 4651 7487 1
1 4651 7568 1
1 4651 7613 1
1 4651 7616 1
1 4651 7636 1
1 4651 7654 1
1 4651 7715 1
1 4651 9315 1
1 4651 9834 1
1 4651 9931 1
1 4651 10025 1
1 1221 1833 1
1 1221 2170 1
1 1221 2516 1
1 1221 2687 1
1 1221 2764 1
1 1221 2823 1
1 1221 2914 1
1 1221 3462 1
1 1221 3561 1
1 1221 3607 1
1 1221 3786 1
1 1221 4134 1
1 1221 4436 1
1 1221 4513 1
1 1221 4608 1
1 1221 4637 1
1 1221 4736 1
1 1221 4739 1
1 1221 4740 1
1 1221 4742 1
1 1221 4744 1
1 1221 4752 1
1 1221 4761 1
1 1221 4763 1
1 1221 4766 1
1 1221 4786 1
1 1221 4788 1
1 1221 4860 1
1 1221 5696 1
1 1221 5727 1
1 1221 6427 1
1 1221 6453 1
1 1221 6461 1
1 1221 6553 1
1 1221 6939 1
1 1221 6992 1
1 1221 7175 1
1 1221 7473 1
1 1221 7474 1
1 1221 7486 1
1 1221 7496 1
1 1221 7543 1
1 1221 7545 1
1 1221 7556 1
1 1221 7566 1
1 1221 7567 1
1 1221 7604 1
1 1221 7605 1
1 1221 7632 1
1 1221 7643 1
1 1221 7657 1
1 1221 7718 1
1 1221 7719 1
1 1221 7720 1
1 1221 9249 1
1 1221 9262 1
1 1221 9278 1
1 1221 9300 1
1 1221 9313 1
1 1221 9328 1
1 1221 9412 1
1 1221 9426 1
1 1221 9429 1
1 1221 9443 1
1 1221 9451 1
1 1221 9463 1
1 1221 9465 1
1 1221 9481 1
1 1221 9505 1
1 1221 9509 1
1 1221 9540 1
1 1221 9547 1
1 1221 9555 1
1 1221 9558 1
1 1221 9567 1
1 1221 9624 1
1 1221 9650 1
1 1221 9652 1
1 1221 9667 1
1 1221 9717 1
1 1221 9734 1
1 1221 9746 1
1 1221 9748 1
1 1221 9792 1
1 1221 9797 1
1 1221 9901 1
1 1221 9913 1
1 1221 9942 1
1 1221 9983 1
1 1221 10026 1
1 1221 10113 1
1 1221 10115 1
1 1221 10123 1
1 1221 10129 1
1 1221 10134 1
1 1221 10145 1
1 1221 10221 1
1 1221 10235 1
1 1221 10627 1
1 1221 11388 1
1 1221 16779 1
1 1221 17204 1
1 1221 17434 1
1 1221 17484 1
1 1221 17499 1
1 1221 17562 1
1 1221 17631 1
1 1221 65000 1
1 1221 65529 1
1 1221 65530 1
1 703 705 1
1 703 724 1
1 703 1298 1
1 703 1668 1
1 703 2497 1
1 703 2647 1
1 703 2706 1
1 703 3108 1
1 703 3363 1
1 703 3569 1
1 703 3573 1
1 703 4158 1
1 703 4528 1
1 703 4611 1
1 703 4614 1
1 703 4616 1
1 703 4627 1
1 703 4628 1
1 703 4631 1
1 703 4677 1
1 703 4716 1
1 703 4724 1
1 703 4739 1
1 703 4740 1
1 703 4758 1
1 703 4768 1
1 703 4801 1
1 703 4807 1
1 703 4854 1
1 703 6448 1
1 703 6553 1
1 703 7046 1
1 703 7131 1
1 703 7468 1
1 703 7469 1
1 703 7492 1
1 703 7496 1
1 703 7498 1
1 703 7501 1
1 703 7529 1
1 703 7540 1
1 703 7586 1
1 703 7589 1
1 703 7607 1
1 703 7617 1
1 703 7637 1
1 703 7646 1
1 703 7650 1
1 703 7657 1
1 703 7679 1
1 703 7683 1
1 703 7713 1
1 703 7722 1
1 703 9223 1
1 703 9229 1
1 703 9237 1
1 703 9254 1
1 703 9256 1
1 703 9282 1
1 703 9304 1
1 703 9332 1
1 703 9366 1
1 703 9434 1
1 703 9438 1
1 703 9440 1
1 703 9461 1
1 703 9468 1
1 703 9502 1
1 703 9513 1
1 703 9550 1
1 703 9584 1
1 703 9589 1
1 703 9656 1
1 703 9660 1
1 703 9666 1
1 703 9672 1
1 703 9729 1
1 703 9732 1
1 703 9740 1
1 703 9798 1
1 703 9799 1
1 703 9826 1
1 703 9827 1
1 703 9837 1
1 703 9839 1
1 703 9881 1
1 703 9890 1
1 703 9891 1
1 703 9899 1
1 703 9908 1
1 703 9914 1
1 703 9989 1
1 703 10026 1
1 703 10031 1
1 703 10032 1
1 703 10074 1
1 703 10082 1
1 703 10084 1
1 703 10091 1
1 703 10098 1
1 703 10100 1
1 703 10113 1
1 703 10121 1
1 703 17411 1
